g++ -fopenmp -lm lab2_io.c lab2_omp.cpp main_omp.c -o pca
time ./pca testcase/testcase_200_30 80
K=20

D_HAT

-19613.408203	117337.062500	-7985.398926	-27334.150391	50096.285156	50006.355469	-57327.367188	-84089.515625	51222.496094	-62428.312500	-78218.742188	-65911.335938	-7517.475098	22735.457031	-23506.535156	33331.960938	-113127.726562	28278.726562	-54051.265625	15666.969727	
101953.078125	71893.726562	118158.125000	-38140.531250	-19203.634766	-148857.328125	-125054.578125	-86741.312500	123337.218750	54619.632812	66237.953125	-37899.996094	71348.515625	-5966.345703	-59888.058594	88095.335938	-26611.449219	-15668.269531	-98735.367188	-19045.886719	
-40716.375000	-82751.171875	65495.207031	-16929.316406	-111800.421875	3079.650879	6108.401367	60601.039062	135221.531250	57469.539062	93970.679688	8552.622070	-89815.710938	50534.347656	-30959.367188	7685.855957	-36973.015625	20935.185547	-39219.183594	46166.000000	
-27540.201172	-149175.640625	-138623.656250	-17998.156250	-7591.780762	-110162.414062	-29782.667969	57953.570312	-94761.500000	-42430.710938	122835.882812	-47906.464844	-31328.806641	6426.876465	-102239.320312	4242.109863	-76962.390625	-8004.589844	-6542.107422	19786.636719	
-2946.642578	-125162.296875	-58743.203125	-62898.000000	-43241.492188	-2790.769531	99351.132812	-54167.734375	123448.593750	-17886.585938	1224.181885	29442.527344	85714.742188	12396.455078	-22740.585938	57933.371094	10226.572266	-21615.529297	3777.070801	-17815.984375	
33791.730469	-6573.897461	64992.746094	91044.148438	127908.367188	9713.257812	240373.109375	-34670.363281	-61028.281250	-82750.976562	37725.429688	-18715.431641	-48017.382812	-29120.556641	57421.835938	-14170.074219	-61591.734375	23235.925781	57190.773438	56011.070312	
52041.531250	-41801.734375	37183.128906	77361.476562	-11613.090820	-90001.578125	-39399.164062	-5629.621582	92287.054688	-8337.470703	74565.875000	59812.457031	-105459.867188	-61830.328125	149533.687500	-11040.134766	-17334.978516	-75350.250000	-36360.632812	-23236.656250	
-58062.167969	107156.218750	4210.204102	-119710.015625	49433.195312	-115814.812500	75464.320312	-42368.781250	-40328.085938	-83033.398438	152337.156250	9896.146484	-12471.952148	-70528.695312	-95630.125000	-14741.826172	18865.257812	1144.474609	-51683.671875	-37345.265625	
-117765.578125	43845.363281	-39981.546875	30843.332031	-83503.085938	52119.070312	19859.519531	-11463.230469	-32660.775391	61557.363281	28316.763672	-50791.535156	13649.208984	86094.937500	-5061.248047	5672.548340	78114.398438	-12120.338867	-74753.984375	26574.603516	
-109166.187500	-25559.390625	2999.521240	27220.787109	9802.959961	-76437.031250	16936.832031	-81559.851562	-70833.742188	146033.250000	-17740.509766	71330.085938	27689.130859	-28831.640625	-17699.570312	24341.964844	-6594.137695	-86879.414062	99975.578125	102151.078125	
32725.695312	49551.699219	-183266.093750	-86149.828125	128532.859375	-65998.156250	82174.109375	-452.224121	-22960.142578	43355.898438	37688.503906	6960.455078	41929.589844	4099.283203	25849.876953	-10499.026367	105497.445312	-157339.812500	59718.179688	-56700.707031	
-18765.083984	-45675.851562	54554.023438	11961.580078	-7442.364746	-25665.021484	89486.140625	7078.375977	-104237.718750	57819.316406	40455.746094	-17460.824219	26382.802734	98455.726562	-100513.289062	66697.476562	-2175.108154	-84719.773438	-116087.281250	-9946.051758	
-43871.593750	-3712.345703	-55180.105469	-151023.890625	5311.137695	103338.406250	16532.773438	-45193.164062	74733.421875	76472.843750	-1199.664551	-37048.593750	122289.890625	-46563.289062	122099.445312	-83464.109375	-24028.000000	4633.824219	7602.615723	-123246.914062	
-80651.750000	-77760.992188	-119947.898438	-43297.660156	58741.597656	88533.640625	-83680.656250	47792.089844	-2545.891602	-42503.437500	-35017.117188	-61804.500000	-154429.609375	-43087.203125	11638.872070	-43994.101562	-83315.000000	41475.921875	8540.367188	-34143.421875	
49178.816406	150289.578125	-73562.742188	6354.762695	-42813.550781	-25062.365234	-76223.906250	-12902.019531	-35029.683594	-115592.890625	62856.449219	-28226.500000	-108476.515625	-2300.647461	-26548.347656	-161092.500000	46537.796875	-27651.126953	5238.334961	35112.777344	
11349.121094	-7389.669434	-61627.570312	-90544.453125	-104853.500000	115903.304688	99131.562500	-3404.969238	36048.761719	19582.984375	-13892.772461	17511.589844	23007.308594	-60588.175781	-51830.062500	-92470.953125	39137.945312	-3030.806641	73963.812500	-53982.531250	
54239.808594	-6136.930176	37166.941406	-88527.992188	24310.251953	-53131.074219	6179.616211	-65511.226562	-21877.236328	36242.367188	-12658.440430	-49256.699219	-18326.171875	63334.843750	66243.960938	45477.152344	109338.429688	45504.562500	-13206.218750	-31524.220703	
43477.128906	-18251.921875	-75088.109375	109965.265625	48469.394531	44707.214844	-28542.535156	11929.889648	9403.666016	52873.925781	-85754.507812	-55797.257812	-1191.968262	78552.882812	62106.621094	-132713.015625	-38355.589844	-27998.726562	-48588.687500	-36703.796875	
-82670.187500	-36895.480469	35475.316406	-123750.296875	-92206.234375	72976.453125	49113.621094	65230.539062	-38691.523438	-68409.039062	-32956.542969	-43116.128906	60904.769531	-13546.777344	61372.503906	24887.621094	45756.199219	-35756.492188	-534.412598	57295.496094	
-36337.046875	-23117.414062	122978.179688	-159825.812500	-37830.511719	58070.656250	49057.687500	-171761.015625	-27321.232422	46204.640625	-109563.937500	56121.132812	43998.742188	754.121094	-54702.640625	-38481.683594	-15171.771484	34800.582031	-17188.861328	39201.921875	
-63974.320312	87693.851562	-94529.695312	37487.945312	23750.320312	-135686.078125	103172.023438	21462.855469	46146.062500	63217.843750	-64492.183594	88395.546875	-97784.000000	38009.539062	-63257.523438	3776.556152	4895.190918	4547.717285	48343.027344	-53848.394531	
-29311.500000	112948.320312	34534.078125	50794.855469	18851.503906	10106.919922	-15519.970703	-76417.515625	25889.775391	-28944.101562	61662.597656	40661.339844	-10071.135742	-71233.203125	-13972.138672	47901.902344	-115497.296875	-21601.683594	-28495.064453	-54482.566406	
-61428.820312	-14938.142578	-39069.183594	171258.265625	16013.451172	132440.921875	105872.398438	-45749.664062	-32631.773438	-48527.824219	-34209.691406	-3417.435791	-33492.167969	-20113.533203	6944.085938	-2517.176758	62298.937500	93596.859375	-11947.170898	93262.257812	
-9702.468750	-119002.390625	83693.687500	111483.304688	-145610.734375	-61155.328125	12519.832031	-49482.179688	68805.953125	-97153.054688	23129.941406	-45571.640625	70255.007812	-52422.265625	33228.019531	-107360.109375	129878.351562	-49612.707031	-65008.542969	-33456.894531	
14787.203125	-24050.574219	117689.390625	-12639.908203	115278.656250	-25771.683594	71560.046875	97893.929688	114609.601562	-58191.160156	-46672.378906	-57231.214844	-34392.996094	17213.621094	-62562.199219	-3221.446777	20480.957031	-87065.570312	-69519.328125	-5363.470703	
9988.081055	-57944.378906	-23186.597656	9739.673828	45989.871094	-45104.585938	-30066.636719	-64730.156250	16552.019531	-3691.530029	-5594.724609	1085.846680	-5503.640137	93724.453125	-42880.316406	136534.515625	-44558.058594	-63412.605469	128212.390625	37713.906250	
