g++ -fopenmp -lm lab2_io.c lab2_omp.cpp main_omp.c -o pca
time ./pca testcase/testcase_1000_30 80
K=23

D_HAT

81790.562500	-113947.265625	17968.873047	7657.350098	11885.917969	106618.437500	-33096.671875	-52955.242188	78922.492188	-61150.210938	51217.035156	27532.816406	18554.246094	42830.976562	-58129.226562	50139.226562	-64774.695312	-25532.703125	-51318.835938	-6181.030273	107206.109375	40695.554688	-69550.500000	
8659.424805	27274.136719	-49180.484375	-23755.695312	-47970.253906	11823.936523	-71829.242188	-3133.190918	35642.562500	13452.146484	-67165.093750	-91125.375000	760.509277	44147.628906	101203.546875	-36264.535156	163438.093750	7143.543945	-99287.320312	46251.246094	-25708.906250	-18279.701172	73068.664062	
4.478516	9141.312500	-6105.063965	76661.250000	109051.156250	118167.687500	-49319.335938	-51694.136719	92969.546875	-37364.289062	-90036.656250	42505.015625	-92325.468750	-27848.671875	37501.257812	20293.933594	51717.687500	-18837.572266	-125858.328125	-19952.101562	-29460.947266	-51682.140625	-33407.125000	
18411.542969	32122.097656	108547.789062	-100583.046875	-1135.806641	-15531.357422	47538.535156	-19224.085938	-56856.957031	-14462.011719	-19156.015625	19467.515625	109870.765625	3878.704102	82098.718750	18980.054688	-5710.747070	-10946.259766	141917.921875	4745.991211	-37317.191406	110268.976562	27350.064453	
-43002.480469	-50003.421875	20395.447266	42276.359375	142293.937500	7234.651367	-93505.398438	-63282.683594	29920.453125	65890.281250	42509.234375	81409.687500	-11028.125977	47263.375000	-2651.283203	-46732.000000	11283.223633	-64647.507812	55467.570312	-19257.640625	23561.056641	43810.367188	-62354.746094	
57550.531250	59212.777344	41058.621094	-10717.289062	-106133.648438	20395.593750	16483.324219	51236.632812	-11507.432617	35390.238281	-38471.136719	-8237.683594	80943.164062	7500.272461	-87566.281250	-121162.007812	19543.734375	3111.918701	-43367.175781	-55933.171875	-90939.101562	29542.906250	-3673.389160	
-172823.421875	-26152.806641	-9095.696289	-123176.257812	-54777.937500	-26897.730469	51476.355469	111525.296875	12045.847656	61536.679688	55651.839844	62178.328125	-45991.039062	-3905.343750	-13856.226562	61184.570312	-103660.804688	83749.523438	89329.179688	-17655.917969	-6868.136719	-84252.750000	-31940.328125	
12896.605469	60010.863281	54363.753906	6776.271973	-36736.468750	-2789.489990	30740.029297	-65025.636719	-7462.143555	-18369.701172	87750.500000	-102372.968750	-27093.433594	-108488.367188	-86408.359375	-43796.140625	29643.283203	-4970.402832	70978.320312	-43438.335938	-6538.166992	32235.605469	-71458.179688	
182140.531250	92395.734375	-5692.149902	-183.031250	12478.162109	65091.226562	144958.734375	-60284.054688	63947.273438	46964.613281	-23522.955078	-50275.867188	89132.054688	-54197.757812	-27797.750000	-44791.777344	19366.259766	8256.311523	31920.455078	-50955.546875	1006.642578	-45929.894531	-23331.724609	
39234.933594	-63788.234375	-46502.875000	42021.648438	-126647.546875	-52888.003906	87994.757812	81340.257812	-32439.962891	19269.148438	27163.578125	-52700.687500	19828.064453	93201.093750	-34242.750000	54163.859375	-24094.943359	-28940.261719	-21375.404297	32858.914062	28519.238281	-65408.867188	-17083.582031	
35462.687500	39616.960938	-43689.164062	-87101.906250	-29230.238281	-89618.312500	78401.132812	-96728.492188	18912.625000	-28912.855469	51461.824219	4676.762207	53210.007812	44063.203125	-6410.657227	27012.566406	-40753.929688	-46355.863281	-9864.428711	5390.446777	-70784.945312	-56428.671875	7667.473633	
-46577.507812	81829.421875	-47308.214844	50139.062500	1841.292480	11390.827148	-408.325684	13859.989258	-97739.609375	6172.171387	-51440.785156	19910.955078	-21943.285156	56661.097656	22723.369141	43269.910156	-49917.074219	25362.023438	112273.195312	8274.845703	39074.921875	-47228.863281	-52845.832031	
47589.414062	-4585.464844	-18158.923828	-169283.500000	29699.845703	3294.734375	133467.109375	-51367.191406	-37201.054688	20836.226562	15205.000977	146351.343750	-37655.195312	-31506.171875	-41497.828125	50218.097656	-39393.156250	53750.781250	-54260.851562	-17293.808594	51414.710938	-7467.513184	20009.558594	
-92690.617188	131188.515625	-52677.152344	-110.807373	88923.531250	5315.176758	71204.148438	-35986.781250	-44388.453125	-86995.953125	18300.785156	-2219.930908	47748.449219	9587.210938	92662.406250	32522.037109	-31446.703125	36398.039062	31234.117188	68983.265625	-7408.991699	-4653.946289	-78925.914062	
13714.707031	26956.343750	77753.140625	-36225.234375	8846.730469	-111091.656250	39326.535156	65172.121094	-5682.943359	18597.332031	30905.707031	83892.515625	-20534.695312	-32953.375000	25874.845703	2866.860107	28593.550781	-76223.054688	45115.687500	7429.675781	-48993.144531	3813.397949	-62170.019531	
26080.318359	54342.730469	13305.655273	-85324.421875	-85150.906250	91812.164062	17183.523438	-26213.162109	94028.515625	-84568.328125	36092.496094	-115083.921875	59682.570312	-43145.367188	-130750.710938	27075.458984	111329.812500	-2208.804688	72237.054688	13174.916992	-33203.417969	-44324.066406	114725.453125	
12395.484375	-45959.269531	-122652.046875	70234.320312	26585.552734	78386.726562	15444.496094	3037.136719	8142.210938	85175.429688	46856.300781	-15435.875000	30252.820312	-89996.515625	-78203.156250	52874.546875	13726.246094	15182.665039	-53976.117188	-106499.171875	-9913.091797	-103046.296875	65007.546875	
-1673.534180	-70425.828125	6983.503418	5937.925293	74881.968750	53204.359375	-73838.773438	-13898.733398	9610.884766	-19482.419922	-91357.484375	29430.082031	140480.296875	-31278.441406	-37996.578125	29572.658203	14244.082031	-82985.304688	53906.226562	20245.320312	-73803.382812	-33937.289062	41053.652344	
152469.750000	-30558.894531	-114158.445312	-31111.175781	76827.648438	-66893.421875	-68651.328125	51145.089844	35963.003906	3477.992676	70334.859375	-3913.829102	-55554.304688	41087.914062	1475.682617	35965.945312	-20476.992188	60038.425781	12253.782227	-42584.968750	-45148.152344	97937.820312	95583.492188	
5498.750000	44453.968750	-39.537910	-70254.976562	25938.691406	-32688.798828	3337.633789	13798.396484	-110542.187500	-39722.183594	-128448.273438	134100.937500	-80910.953125	-19938.085938	-21321.429688	-3816.674316	3001.617676	-581.183594	106062.578125	38423.218750	-62259.261719	22555.191406	136819.203125	
-29536.832031	-9872.580078	-84858.046875	64499.250000	44968.375000	-66449.054688	24668.441406	100192.054688	-46384.988281	71809.007812	-903.204407	-26097.189453	-11186.502930	-14041.552734	80073.539062	75797.132812	-41170.269531	-42168.550781	45589.910156	-23341.818359	-12701.304688	30352.537109	77317.992188	
1089.736328	28424.769531	-5878.140137	-87678.187500	27494.539062	-84048.921875	-108282.687500	98525.453125	-45140.687500	-13344.193359	33395.265625	-26923.261719	49996.070312	-9954.962891	-29643.996094	-39842.468750	-3012.849121	6420.905273	-66137.359375	19851.972656	-50695.148438	-80690.335938	26818.205078	
-55976.855469	-33479.496094	-11408.360352	18207.052734	127499.531250	19991.195312	103766.164062	-90060.484375	-27935.812500	-9481.829102	4921.430176	795.867371	-77719.101562	-107426.484375	-76421.695312	3193.815918	-24811.992188	-38960.550781	-12691.657227	1890.621460	-5722.780273	49112.269531	-6250.340332	
61173.507812	95082.015625	-48707.421875	-153519.234375	89773.031250	-57110.921875	53083.683594	-41363.769531	50586.375000	12093.448242	-129705.875000	83272.812500	-21518.066406	60831.027344	-11039.213867	336.557617	68502.148438	39909.949219	-68355.125000	-38470.585938	-46934.277344	-19348.460938	4235.569336	
-28650.171875	45548.070312	-6423.325684	-49544.777344	73760.101562	-59081.445312	-5574.227051	60029.359375	75689.226562	-113326.164062	-37817.253906	70336.757812	52232.203125	45967.269531	73250.812500	72511.296875	25352.488281	9876.827148	109837.070312	30596.732422	-16557.093750	-32938.335938	-42043.718750	
-115047.835938	-45404.632812	-33536.589844	37759.601562	20904.150391	76019.703125	115757.398438	64643.039062	72481.492188	68926.304688	48097.843750	-54136.679688	-4445.027344	-37578.738281	55676.554688	40399.492188	32033.410156	46748.445312	35434.667969	33053.886719	40151.812500	-78527.773438	12074.359375	
-26233.066406	106226.453125	66861.039062	-71950.828125	92776.007812	-70353.601562	30092.847656	81807.921875	20728.154297	113444.937500	101244.664062	67504.273438	-104210.195312	-4052.577148	-26131.015625	8544.220703	-125842.570312	12699.024414	3769.964844	-50379.640625	52572.781250	56057.609375	89603.015625	
97447.656250	32999.906250	-3342.601318	24886.978516	23645.136719	22902.417969	109274.718750	26961.714844	-61387.894531	-20489.488281	44997.609375	-44274.234375	96753.875000	-7584.325195	-87894.156250	76662.421875	78548.804688	-124199.914062	35417.117188	7194.583984	-50623.812500	99411.789062	-22904.162109	
154550.171875	-95286.296875	39454.710938	24086.363281	16347.370117	-17540.957031	59296.167969	91048.562500	-59194.656250	-73284.625000	-36400.484375	-70307.515625	-3555.949463	-114607.953125	14145.785156	56418.406250	10799.279297	34647.382812	-33962.085938	-9318.580078	7075.968750	37218.847656	-2176.848633	
-63754.578125	-58207.648438	-54561.421875	-7256.127930	-93935.882812	-80651.984375	-2840.511719	-142550.718750	-36298.054688	-77098.757812	-16194.989258	40455.406250	-17549.652344	12785.125000	74621.945312	-26910.070312	45771.378906	-90605.703125	30687.667969	-22703.882812	46477.304688	-98468.507812	-2276.254883	
199198.593750	-14094.133789	49054.882812	-57618.421875	-31712.855469	-6859.830078	15774.833984	-89530.085938	-84740.414062	101679.859375	22668.283203	-78998.335938	6399.011230	-37037.449219	-15516.169922	5852.732422	7910.055664	-11193.451172	-1362.736328	55808.476562	-66444.273438	33745.156250	-55777.542969	
